publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,notes,publisher_name,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,full_coverage,collection,discipline,catalog_identifier_oclc,catalog_identifier_lccn,archive_release_date,publication_date,grouped_id,lineage,parent,processed_date_first_issue_online,processed_date_last_issue_online,lineage_active_years,lineage_active_years_bin,coerced_date_first_issue_online,coerced_date_last_issue_online,unique_discipline,wikidata_url,wikipedia_url,wikidata_title,aggregated_disciplines,title_active_years,title_active_years_bin,unique_title_discipline,unique_lineage_discipline,discipline_count_per_title,discipline_count_per_lineage,processed_publisher_name,updated_discipline_count_per_lineage,qid,lineage_has_wiki,title_has_wiki
"News-O-Gram (American Bar Association. Section of Insurance, Negligence, and Compensation Law)",0569-3209,,1959-11-01,1,1,1965-07-01,6,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/newsamerbarasso,,newsamerbarasso,,fulltext,,American Bar Association,serial,,,,,,forumaba,,P,1959-11-01 - 1965-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Law,823318619,2014250586,2016-12-19,,newsamerbarasso,newsamerbarasso,forumaba,1959-11-01,1965-07-01,64,binned_2,1959-11-01,1965-07-01,True,,,,Law,7,binned_0,True,True,1,1,American Bar Association,1,,True,False
Journal of Church and State,0021-969X,2040-4867,1959-11-01,1,1,2017-10-01,59,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/jchurchstate,,jchurchstate,P6Y,fulltext,,Oxford University Press,serial,,,,,,,,P,1959-11-01 - 2017-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIII Collection ; Religion & Theology Collection,Humanities ; Religion,48633571,2007228682,2015-01-30,,jchurchstate,jchurchstate,jchurchstate,1959-11-01,2017-10-01,59,binned_2,1959-11-01,2017-10-01,True,http://www.wikidata.org/entity/Q6294950,https://en.wikipedia.org/wiki/Journal_of_Church_and_State,Journal of Church and State,Humanities ; Religion,59,binned_3,True,True,2,2,Oxford University Press,2,Q6294950,True,True
Romance Notes,0035-7995,2165-7599,1959-11-01,1,1,2019-01-01,59,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/romancenotes,,romancenotes,P4Y,fulltext,,University of North Carolina at Chapel Hill for its Department of Romance Studies,serial,,,,,,,,P,1959-11-01 - 2019-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XV Collection,Humanities ; Language & Literature,70889125,2012201098,2016-07-25,,romancenotes,romancenotes,romancenotes,1959-11-01,2019-01-01,61,binned_2,1959-11-01,2019-01-01,True,http://www.wikidata.org/entity/Q15762978,,Romance Notes,Humanities ; Language & Literature,61,binned_3,True,True,2,2,University of North Carolina at Chapel Hill for its Department of Romance Studies,2,Q15762978,True,True
Technology and Culture,0040-165X,1097-3729,1959-12-01,1,1,2017-10-01,58,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/techcult,,techcult,P6Y,fulltext,,The Johns Hopkins University Press,serial,,,,,,,,P,1959-12-01 - 2017-10-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,History ; History of Science & Technology ; Science & Mathematics ; Science & Technology Studies,38122975,sn97-5033,2004-07-14,,techcult,techcult,techcult,1959-12-01,2017-10-01,59,binned_2,1959-12-01,2017-10-01,True,http://www.wikidata.org/entity/Q7692591,https://en.wikipedia.org/wiki/Technology_and_Culture,Technology and Culture,History ; History of Science & Technology ; Science & Mathematics ; Science & Technology Studies,59,binned_3,True,True,4,4,The Johns Hopkins University Press,4,Q7692591,True,True
"Newsletter of the Section of Real Property, Probate and Trust Law",2576-4292,2578-014X,1959-12-01,1,1,1966-07-01,7,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/newssectrealprop,,newssectrealprop,,fulltext,,American Bar Association,serial,,,,,,reaproprotruj,,P,1959-12-01 - 1966-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Law,1031402995,,2018-03-26,,newssectrealprop,newssectrealprop,reaproprotruj,1959-12-01,1966-07-01,64,binned_2,1959-12-01,1966-07-01,True,,,,Law,8,binned_0,True,True,0,1,American Bar Association,1,,True,False
The Journal of African History,0021-8537,1469-5138,1960-01-01,1,1,2017-01-01,58,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/jafricanhistory,,jafricanhistory,P6Y,fulltext,,Cambridge University Press,serial,,,,,,,,P,1960-01-01 - 2017-01-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences II Collection,African Studies ; Area Studies ; History,48535712,2001-227387,2001-12-05,,jafricanhistory,jafricanhistory,jafricanhistory,1960-01-01,2017-01-01,58,binned_2,1960-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q7743549,https://en.wikipedia.org/wiki/The_Journal_of_African_History,The Journal of African History,African Studies ; Area Studies ; History,58,binned_3,True,True,3,3,Cambridge University Press,3,Q7743549,True,True
Revista de Letras,0101-3505,1981-7886,1960-01-01,1,,2021-07-01,61,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/revistaletras,,revistaletras,P2Y,fulltext,,UNESP Universidade Estadual Paulista Julio de Mesquita Filho,serial,,,,,,,,P,1960-01-01 - 2021-07-01,JSTOR Archival Journal & Primary Source Collection ; Iberoamérica Collection ; Arts & Sciences V Collection,Humanities ; Language & Literature,297316707,2009-235667,2009-09-23,,revistaletras,revistaletras,revistaletras,1960-01-01,2021-07-01,62,binned_2,1960-01-01,2021-07-01,True,http://www.wikidata.org/entity/Q15753100,,Revista de Letras,Humanities ; Language & Literature,62,binned_3,True,True,2,2,UNESP Universidade Estadual Paulista Julio de Mesquita Filho,2,Q15753100,True,True
European Journal of Sociology / Archives Européennes de Sociologie / Europäisches Archiv für Soziologie,0003-9756,1474-0583,1960-01-01,1,1,2017-01-01,58,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/archeurosoci,,archeurosoci,P6Y,fulltext,,Cambridge University Press,serial,,,,,,,,P,1960-01-01 - 2017-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Social Sciences ; Sociology,50951428,2007233851,2015-01-16,,archeurosoci,archeurosoci,archeurosoci,1960-01-01,2017-01-01,58,binned_2,1960-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q15755082,,Archives Europeennes de Sociologie,Social Sciences ; Sociology,58,binned_3,True,True,2,2,Cambridge University Press,2,Q15755082,True,True
Wisconsin Studies in Contemporary Literature,0146-4949,,1960-01-01,1,1,1967-10-01,8,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/wiscstudcontlite,,wiscstudcontlite,,fulltext,,University of Wisconsin Press,serial,,,,,,contlite,,P,1960-01-01 - 1967-10-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; JSTOR Archival Journal & Primary Source Collection ; Language & Literature Collection,Humanities ; Language & Literature,56138001,2004-236899,2004-08-12,,wiscstudcontlite,wiscstudcontlite,contlite,1960-01-01,1967-10-01,58,binned_2,1960-01-01,1967-10-01,True,,,,Humanities ; Language & Literature,8,binned_0,True,True,2,2,University of Wisconsin Press,2,,True,False
Tijdschrift van de Vereniging voor Nederlandse Muziekgeschiedenis,0042-3874,2212-1838,1960-01-01,19,1/2,1994-01-01,44,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/tijdverenedemuzi,,tijdverenedemuzi,,fulltext,,Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis (KVNM),serial,,,,,,tijdkoniverenede,tijdverenoornede,P,1960-01-01 - 1994-01-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; Music Collection ; JSTOR Archival Journal & Primary Source Collection,Arts ; Music,53165997,2004-235642,2003-10-08,,tijdverenoornede,bouwsteenen,tijdkoniverenede,1960-01-01,1994-01-01,145,binned_3,1960-01-01,1994-01-01,True,http://www.wikidata.org/entity/Q27970800,,Tijdschrift van de Vereniging voor Nederlandse Muziekgeschiedenis,Arts ; Music,35,binned_2,True,True,2,2,Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis (KVNM),2,Q27970800,True,True
Cahiers d'Études Africaines,0008-0055,1777-5353,1960-01-01,1,1,2020-01-01,60,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/cahietudafri,,cahietudafri,P3Y,fulltext,,EHESS,serial,,,,,,,,P,1960-01-01 - 2020-01-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,African Studies ; Area Studies,174145640,2008-234556,2008-09-29,,cahietudafri,cahietudafri,cahietudafri,1960-01-01,2020-01-01,61,binned_2,1960-01-01,2020-01-01,True,http://www.wikidata.org/entity/Q2933118,https://en.wikipedia.org/wiki/Cahiers_d%27%C3%89tudes_Africaines,Cahiers d'études africaines,African Studies ; Area Studies,61,binned_3,True,True,2,2,EHESS,2,Q2933118,True,True
Louisiana History: The Journal of the Louisiana Historical Association,0024-6816,2328-4285,1960-01-01,1,1,2022-10-01,63,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/louihist,,louihist,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Louisiana Historical Association,serial,,,,,,,,P,1960-01-01 - 2022-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences V Collection,American Studies ; Area Studies ; History,261342850,2008-234569,2008-10-09,,louihist,louihist,louihist,1960-01-01,2022-10-01,63,binned_2,1960-01-01,2022-10-01,True,http://www.wikidata.org/entity/Q15759681,,Louisiana History,American Studies ; Area Studies ; History,63,binned_3,True,True,3,3,Louisiana Historical Association,3,Q15759681,True,True
The Supreme Court Review,0081-9557,2158-2459,1960-01-01,1960,,2017-01-01,,,https://www-jstor-org.proxy2.library.illinois.edu/journal/suprcourrevi,,suprcourrevi,P6Y,fulltext,,The University of Chicago Press,serial,,,,,,,,P,1960-01-01 - 2017-01-01,JSTOR Essential Collection ; Arts & Sciences IV Collection ; JSTOR Archival Journal & Primary Source Collection,Law ; Political Science ; Social Sciences,42821732,2004-235687,2004-03-11,,suprcourrevi,suprcourrevi,suprcourrevi,1960-01-01,2017-01-01,58,binned_2,1960-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q7644866,https://en.wikipedia.org/wiki/Supreme_Court_Review,Supreme Court Review,Law ; Political Science ; Social Sciences,58,binned_3,True,True,3,3,The University of Chicago Press,3,Q7644866,True,True
History and Theory,0018-2656,1468-2303,1960-01-01,1,1,2018-12-01,57,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/historytheory,,historytheory,P5Y,fulltext,,Wiley,serial,,,,,,,,P,1960-01-01 - 2018-12-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences II Collection,History,47075028,2001-227189,2001-06-06,,historytheory,historytheory,historytheory,1960-01-01,2018-12-01,59,binned_2,1960-01-01,2018-12-01,True,http://www.wikidata.org/entity/Q15716415,https://en.wikipedia.org/wiki/History_and_Theory,History and Theory,History,59,binned_3,True,True,1,1,Wiley,1,Q15716415,True,True
Revue Tiers Monde,1293-8882,1963-1359,1960-01-01,1,1/2,2016-10-01,,228,https://www-jstor-org.proxy2.library.illinois.edu/journal/revuetiersmonde,,revuetiersmonde,,fulltext,,Éditions de la Sorbonne,serial,,,,,,revuinteetuddeve,,P,1960-01-01 - 2016-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences X Collection,Business & Economics ; Development Studies,568524002,,2014-04-25,,revuetiersmonde,revuetiersmonde,revuinteetuddeve,1960-01-01,2016-10-01,59,binned_2,1960-01-01,2016-10-01,True,http://www.wikidata.org/entity/Q21015279,,Tiers-monde,Business & Economics ; Development Studies,57,binned_3,True,True,2,2,Éditions de la Sorbonne,2,Q21015279,True,True
Kirkia,0451-9930,,1960-01-01,1,,2017-01-01,19,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/kirkia,,kirkia,P4Y,fulltext,,National Herbarium & Botanic Garden,serial,,,,,,,,P,1960-01-01 - 2017-01-01,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Ecology & Botany II Collection,Botany & Plant Sciences ; Science & Mathematics,741857913,,2014-02-14,,kirkia,kirkia,kirkia,1960-01-01,2017-01-01,58,binned_2,1960-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q5959937,,Kirkia; The Zimbabwe Journal of Botany,Botany & Plant Sciences ; Science & Mathematics,58,binned_3,True,True,2,2,National Herbarium & Botanic Garden,2,Q5959937,True,True
The Sociological Quarterly,0038-0253,1533-8525,1960-01-01,1,1,2015-10-01,56,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/sociquar,,sociquar,P8Y,fulltext,,"Taylor & Francis, Ltd.",serial,,,,,,,midwsoc,P,1960-01-01 - 2015-10-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,Social Sciences ; Sociology,45947331,2001-214650,2007-10-31,,midwsoc,midwsoc,sociquar,1960-01-01,2015-10-01,77,binned_2,1960-01-01,2015-10-01,True,http://www.wikidata.org/entity/Q13422412,https://en.wikipedia.org/wiki/The_Sociological_Quarterly,The Sociological Quarterly,Social Sciences ; Sociology,56,binned_3,True,True,2,2,"Taylor & Francis, Ltd.",2,Q13422412,True,True
Journal of the Hong Kong Branch of the Royal Asiatic Society,0085-5774,1991-7287,1960-01-01,1,,2003-01-01,43,,https://www-jstor-org.proxy2.library.illinois.edu/journal/jhongkongbranroy,,jhongkongbranroy,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Royal Asiatic Society Hong Kong Branch,serial,,,,,,jroyaaisasocihkb,,P,1960-01-01 - 2003-01-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences XIV Collection,Area Studies ; Asian Studies,760091500,,2015-03-27,,jhongkongbranroy,jhongkongbranroy,jroyaaisasocihkb,1960-01-01,2003-01-01,64,binned_2,1960-01-01,2003-01-01,True,http://www.wikidata.org/entity/Q27716042,,Journal of the Hong Kong Branch of the Royal Asiatic Society,Area Studies ; Asian Studies,44,binned_2,True,True,2,2,Royal Asiatic Society Hong Kong Branch,2,Q27716042,True,True
Mathematics of Computation,0025-5718,1088-6842,1960-01-01,14,69,2017-11-01,86,308,https://www-jstor-org.proxy2.library.illinois.edu/journal/mathcomp,,mathcomp,P6Y,fulltext,,American Mathematical Society,serial,,,,,,,mathtablotheaids,P,1960-01-01 - 2017-11-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences I Collection ; Mathematics & Statistics Collection,Computer Science ; Mathematics ; Science & Mathematics,37486316,sn97-23233,1997-08-19,,mathtablotheaids,mathtablotheaids,mathcomp,1960-01-01,2017-11-01,75,binned_2,1960-01-01,2017-11-01,False,http://www.wikidata.org/entity/Q6786906,https://en.wikipedia.org/wiki/Mathematics_of_Computation,Mathematics of Computation,Computer Science ; Mathematics ; Science & Mathematics,58,binned_3,True,True,3,3,American Mathematical Society,3,Q6786906,True,True
Mitekufat Haeven: Journal of the Israel Prehistoric Society / מתקופת האבן,0334-3839,,1960-01-01,א',,2021-01-01,51,,https://www-jstor-org.proxy2.library.illinois.edu/journal/mitekufathaeven,,mitekufathaeven,P2Y,fulltext,,Israel Prehistoric Society / העמותה הישראלית לפרהיסטוריה,serial,,,,,,,,P,1960-01-01 - 2021-01-01,JSTOR Archival Journal & Primary Source Collection ; Hebrew Journals Collection,Archaeology ; Social Sciences,700325318,,2013-12-18,,mitekufathaeven,mitekufathaeven,mitekufathaeven,1960-01-01,2021-01-01,62,binned_2,1960-01-01,2021-01-01,True,,,,Archaeology ; Social Sciences,62,binned_3,True,True,2,2,Israel Prehistoric Society / העמותה הישראלית לפרהיסטוריה,2,,False,False
Revue française de sociologie,0035-2969,1958-5691,1960-01-01,1,1,2020-10-01,61,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/revufransoci,,revufransoci,P3Y,fulltext,,Sciences Po University Press,serial,,,,,,,,P,1960-01-01 - 2020-10-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,Social Sciences ; Sociology,52792858,2006-236953,2006-04-14,,revufransoci,revufransoci,revufransoci,1960-01-01,2020-10-01,61,binned_2,1960-01-01,2020-10-01,True,http://www.wikidata.org/entity/Q3428733,,Revue Francaise de Sociologie,Social Sciences ; Sociology,61,binned_3,True,True,2,2,Sciences Po University Press,2,Q3428733,True,True
International Economic Review,0020-6598,1468-2354,1960-01-01,1,1,2019-11-01,60,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/inteeconrevi,,inteeconrevi,P4Y,fulltext,,Wiley,serial,,,,,,,,P,1960-01-01 - 2019-11-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences II Collection ; Business & Economics Collection ; Business I Collection,Business ; Business & Economics ; Economics,47074602,2001-227188,2001-06-06,,inteeconrevi,inteeconrevi,inteeconrevi,1960-01-01,2019-11-01,60,binned_2,1960-01-01,2019-11-01,True,http://www.wikidata.org/entity/Q6050243,https://en.wikipedia.org/wiki/International_Economic_Review,International Economic Review,Business ; Business & Economics ; Economics,60,binned_3,True,True,3,3,Wiley,3,Q6050243,True,True
Crustaceana,0011-216X,1568-5403,1960-01-01,1,1,2019-01-01,92,11,https://www-jstor-org.proxy2.library.illinois.edu/journal/crustaceana,,crustaceana,P4Y,fulltext,,Brill,serial,,,,,,,,P,1960-01-01 - 2019-01-01,Biological Sciences Collection ; JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection,Biological Sciences ; Science & Mathematics ; Zoology,44170027,2006-242131,2009-03-06,,crustaceana,crustaceana,crustaceana,1960-01-01,2019-01-01,60,binned_2,1960-01-01,2019-01-01,True,http://www.wikidata.org/entity/Q3620957,https://en.wikipedia.org/wiki/Crustaceana,Crustaceana,Biological Sciences ; Science & Mathematics ; Zoology,60,binned_3,True,True,3,3,Brill,3,Q3620957,True,True
Acta Psychotherapeutica et Psychosomatica,0365-5822,2571-757X,1960-01-01,8,1,1964-01-01,12,5/6,https://www-jstor-org.proxy2.library.illinois.edu/journal/actapsycpsyc,,actapsycpsyc,,fulltext,,S. Karger AG,serial,,,,,,psycpsyc,actapsycpsycorth,P,1960-01-01 - 1964-01-01,JSTOR Archival Journal & Primary Source Collection,Health Sciences ; Medicine & Allied Health ; Psychology ; Social Sciences,564403177,,2020-03-20,,actapsycpsycorth,actapsycpsycorth,psycpsyc,1960-01-01,1964-01-01,67,binned_2,1960-01-01,1964-01-01,True,,,,Health Sciences ; Medicine & Allied Health ; Psychology ; Social Sciences,5,binned_0,True,True,4,4,S. Karger AG,4,,False,False
The China Quarterly,0305-7410,1468-2648,1960-01-01,,1,2017-12-01,,232,https://www-jstor-org.proxy2.library.illinois.edu/journal/chinaquarterly,,chinaquarterly,P6Y,fulltext,,Cambridge University Press,serial,,,,,,,,P,1960-01-01 - 2017-12-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences II Collection,Area Studies ; Asian Studies,51205048,2002-227222,2002-12-12,,chinaquarterly,chinaquarterly,chinaquarterly,1960-01-01,2017-12-01,58,binned_2,1960-01-01,2017-12-01,True,http://www.wikidata.org/entity/Q7722548,https://en.wikipedia.org/wiki/The_China_Quarterly,The China Quarterly,Area Studies ; Asian Studies,58,binned_3,True,True,2,2,Cambridge University Press,2,Q7722548,True,True
Management Technology,0542-4917,,1960-01-01,1,1,1964-12-01,4,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/manatech,,manatech,,fulltext,,INFORMS,serial,,,,,,manascie,,P,1960-01-01 - 1964-12-01,JSTOR Essential Collection ; Arts & Sciences IV Collection ; JSTOR Archival Journal & Primary Source Collection ; Business & Economics Collection ; Business I Collection,Business ; Business & Economics ; Management & Organizational Behavior,48419036,2001-227365,2001-11-14,,manatech,manatech,manascie,1960-01-01,1964-12-01,69,binned_2,1960-01-01,1964-12-01,True,http://www.wikidata.org/entity/Q1888574,https://en.wikipedia.org/wiki/Management_Science_(journal),Management Science,Business ; Business & Economics ; Management & Organizational Behavior,5,binned_0,True,True,3,3,INFORMS,3,,True,True
Financial Analysts Journal,0015-198X,1938-3312,1960-01-01,16,1,2015-11-01,71,6,https://www-jstor-org.proxy2.library.illinois.edu/journal/finaanalj,,finaanalj,P8Y,fulltext,,"Taylor & Francis, Ltd.",serial,,,,,,,analj,P,1960-01-01 - 2015-11-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection ; Business & Economics Collection ; Business II Collection,Business ; Business & Economics ; Finance,60621820,2008215499,2008-10-24,,analj,analj,finaanalj,1960-01-01,2015-11-01,71,binned_2,1960-01-01,2015-11-01,True,http://www.wikidata.org/entity/Q15765037,https://en.wikipedia.org/wiki/Financial_Analysts_Journal,Financial Analysts Journal,Business ; Business & Economics ; Finance,56,binned_3,True,True,3,3,"Taylor & Francis, Ltd.",3,Q15765037,True,True
Journal (Water Pollution Control Federation),0043-1303,2327-7467,1960-01-01,32,1,1989-08-01,61,8,https://www-jstor-org.proxy2.library.illinois.edu/journal/jwatpollcontfed,,jwatpollcontfed,,fulltext,,Wiley,serial,,,,,,rjwatpollcontfed,sewainduwast,P,1960-01-01 - 1989-08-01,Biological Sciences Collection ; JSTOR Archival Journal & Primary Source Collection ; Sustainability Collection ; Life Sciences Collection,Aquatic Sciences ; Science & Mathematics ; Social Sciences ; Sustainability,299097524,2009235058,2009-01-22,,sewainduwast,sewaworkj,rjwatpollcontfed,1960-01-01,1989-08-01,120,binned_3,1960-01-01,1989-08-01,False,http://www.wikidata.org/entity/Q120442977,,Journal - Water Pollution Control Federation,Aquatic Sciences ; Science & Mathematics ; Social Sciences ; Sustainability; Sustainability ; Technology,30,binned_2,True,True,4,5,Wiley,5,Q120442977,True,True
Contemporary Religions in Japan,0010-7557,,1960-03-01,1,1,1970-09-01,11,3/4,https://www-jstor-org.proxy2.library.illinois.edu/journal/contrelijapa,,contrelijapa,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Nanzan University,serial,,,,,,japajrelistud,,P,1960-03-01 - 1970-09-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection ; Asia Collection ; Religion & Theology Collection,Area Studies ; Asian Studies ; Humanities ; Religion,456166882,2010-234820,2010-02-24,,contrelijapa,contrelijapa,japajrelistud,1960-03-01,1970-09-01,61,binned_2,1960-03-01,1970-09-01,True,http://www.wikidata.org/entity/Q26849485,,Contemporary Religions in Japan,Area Studies ; Asian Studies ; Humanities ; Religion,11,binned_0,True,True,4,4,Nanzan University,4,Q26849485,True,True
Phylon (1960-),0031-8906,2325-7199,1960-03-01,21,1,2023-07-01,60,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/phylon1960,,phylon1960,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Clark Atlanta University,serial,,,,,,,phylonquarterly,P,1960-03-01 - 2023-07-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences II Collection,African American Studies ; Area Studies,49976270,2002-227024,2002-06-12,,phylonquarterly,phylon19401956,phylon1960,1960-03-01,2023-07-01,84,binned_2,1960-03-01,2023-07-01,True,http://www.wikidata.org/entity/Q25303246,https://en.wikipedia.org/wiki/Phylon,Phylon,African American Studies ; Area Studies,64,binned_3,True,True,2,2,Clark Atlanta University,2,Q25303246,True,True
Journal of Southeast Asian History,0217-7811,,1960-03-01,1,1,1969-12-01,10,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/jsoutasiahist,,jsoutasiahist,,fulltext,,Cambridge University Press,serial,,,,,,jsoutasiastud,,P,1960-03-01 - 1969-12-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection ; Asia Collection,Area Studies ; Asian Studies,310465652,2009-235075,2009-02-23,,jsoutasiahist,jsoutasiahist,jsoutasiastud,1960-03-01,1969-12-01,58,binned_2,1960-03-01,1969-12-01,True,http://www.wikidata.org/entity/Q96723261,,Journal of Southeast Asian History,Area Studies ; Asian Studies,10,binned_0,True,True,2,2,Cambridge University Press,2,Q96723261,True,True
The Family Lawyer,0749-4661,,1960-03-01,1,1,1969-07-01,10,2 (34),https://www-jstor-org.proxy2.library.illinois.edu/journal/familylawyer,,familylawyer,,fulltext,,American Bar Association,serial,,,,,,familawnews,,P,1960-03-01 - 1969-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences X Collection,Law,212907497,2009268210,2017-03-23,,familylawyer,familylawyer,familawnews,1960-03-01,1969-07-01,62,binned_2,1960-03-01,1969-07-01,True,,,,Law,10,binned_0,True,True,1,1,American Bar Association,1,,True,False
Chesapeake Science,0009-3262,2168-8060,1960-04-01,1,1,1977-12-01,18,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/chesscie,,chesscie,,fulltext,,Springer,serial,,,,,,estuaries,marytidenews,P,1960-04-01 - 1977-12-01,Biological Sciences Collection ; JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection,Aquatic Sciences ; Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics,60339753,2005-236970,2005-05-11,,marytidenews,marytidenews,estuaries,1960-04-01,1977-12-01,76,binned_2,1960-04-01,1977-12-01,False,http://www.wikidata.org/entity/Q65018029,,Chesapeake Science,Aquatic Sciences ; Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics,18,binned_1,True,True,4,4,Springer,4,Q65018029,True,True
Journal of the Central Mississippi Valley American Studies Association,2156-4876,,1960-04-01,1,1,1961-10-01,2,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/jcentmissvall,,jcentmissvall,,fulltext,,Mid-America American Studies Association,serial,,,,,,midamerstudj,,P,1960-04-01 - 1961-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences IX Collection,American Studies ; Area Studies ; History,659555095,2011-234555,2011-06-24,,jcentmissvall,jcentmissvall,midamerstudj,1960-04-01,1961-10-01,90,binned_2,1960-04-01,1961-10-01,True,http://www.wikidata.org/entity/Q106116600,,Journal of the Central Mississippi Valley American Studies Association,American Studies ; Area Studies ; History,2,binned_0,True,True,3,3,Mid-America American Studies Association,3,Q106116600,True,True
Journal of Health and Human Behavior,0095-9006,,1960-04-01,1,1,1966-12-01,7,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/jhealhumabeha,,jhealhumabeha,,fulltext,,American Sociological Association,serial,,,,,,jhealsocibeha,,P,1960-04-01 - 1966-12-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences I Collection,Social Sciences ; Sociology,38543535,sn98-23016,1998-03-05,,jhealhumabeha,jhealhumabeha,jhealsocibeha,1960-04-01,1966-12-01,61,binned_2,1960-04-01,1966-12-01,True,http://www.wikidata.org/entity/Q24039934,,Journal of Health and Human Behavior,Social Sciences ; Sociology,7,binned_0,True,True,2,2,American Sociological Association,2,Q24039934,True,True
